"groupId","services","empresa","user"
"AMX_1730469","[""Call Forwarding Busy"",""Voice Messaging User""]","AMX_Ent_1443342","AMX_1730469_HG75410@pbxcloud.mx"
"AMX_1730469","[""Call Forwarding Always"",""Call Forwarding Busy"",""Voice Messaging User""]","AMX_Ent_1443342","AMX_1730469_HG75417@pbxcloud.mx"
"AMX_1731382","[""Call Forwarding Always""]","AMX_Ent_1443342","AMX_1731382_HG75349@pbxcloud.mx"
"AMX_1731382","[""Call Forwarding Always""]","AMX_Ent_1443342","AMX_1731382_HG75357@pbxcloud.mx"
"AMX_1731382","[""Call Forwarding Always""]","AMX_Ent_1443342","AMX_1731382_HG75363@pbxcloud.mx"
"AMX_1731382","[""Call Forwarding Always""]","AMX_Ent_1443342","AMX_1731382_HG75369@pbxcloud.mx"
"AMX_3277925","[""Call Forwarding Always""]","AMX_Ent_1450911","AMX_3277925_HG154701@pbxcloud.mx"
"AMX_3277925","[""Call Forwarding Always""]","AMX_Ent_1450911","AMX_3277925_HG154710@pbxcloud.mx"
"AMX_2176952","[""Call Forwarding Always""]","AMX_Ent_1453754","AMX_2176952_HG147877@pbxcloud.mx"
"AMX_2176952","[""Call Forwarding Always""]","AMX_Ent_1453754","AMX_2176952_HG147883@pbxcloud.mx"
"AMX_2176952","[""Call Forwarding Always""]","AMX_Ent_1453754","AMX_2176952_HG147890@pbxcloud.mx"
"AMX_2176995","[""Call Forwarding Always""]","AMX_Ent_1453754","AMX_2176995_HG148257@pbxcloud.mx"
"AMX_2177022","[""Call Forwarding Always""]","AMX_Ent_1453754","AMX_2177022_HG148264@pbxcloud.mx"
"AMX_2208468","[""Call Forwarding Always""]","AMX_Ent_1453754","AMX_2208468_HG148270@pbxcloud.mx"
"AMX_2263413","[""Call Forwarding Always""]","AMX_Ent_1453754","AMX_2263413_HG148250@pbxcloud.mx"
"AMX_1816927","[""Call Forwarding Busy""]","AMX_Ent_1469542","AMX_1816927_HG75770@pbxcloud.mx"
"AMX_1816927","[""Call Forwarding Always""]","AMX_Ent_1469542","AMX_1816927_HG75820@pbxcloud.mx"
"AMX_1816927","[""Call Forwarding Always"",""Call Forwarding Busy""]","AMX_Ent_1469542","AMX_1816927_HG75834@pbxcloud.mx"
"AMX_2656348","[""Call Forwarding Busy""]","AMX_Ent_1503488","AMX_2656348_HG150449@pbxcloud.mx"
"AMX_2632104","[""Call Forwarding Always""]","AMX_Ent_1535910","AMX_2632104_HG150250@pbxcloud.mx"
"AMX_3006558","[""Call Forwarding Always""]","AMX_Ent_1581840","AMX_3006558_HG153198@pbxcloud.mx"
"AMX_3006558","[""Call Forwarding Always""]","AMX_Ent_1581840","AMX_3006558_HG153207@pbxcloud.mx"
"AMX_2892698","[""Call Forwarding Always""]","AMX_Ent_1582377","AMX_2892698_HG152440@pbxcloud.mx"
"AMX_2892698","[""Call Forwarding Always""]","AMX_Ent_1582377","AMX_2892698_HG152467@pbxcloud.mx"
"AMX_2892698","[""Call Forwarding Always""]","AMX_Ent_1582377","AMX_2892698_HG152476@pbxcloud.mx"
"AMX_2892698","[""Call Forwarding Always""]","AMX_Ent_1582377","AMX_2892698_HG152485@pbxcloud.mx"
"AMX_2892698","[""Call Forwarding Always""]","AMX_Ent_1582377","AMX_2892698_HG152494@pbxcloud.mx"
"AMX_2892698","[""Call Forwarding Always""]","AMX_Ent_1582377","AMX_2892698_HG152503@pbxcloud.mx"
"AMX_2913606","[""Call Forwarding Always""]","AMX_Ent_1582377","AMX_2913606_HG152416@pbxcloud.mx"
"AMX_2913606","[""Call Forwarding Always""]","AMX_Ent_1582377","AMX_2913606_HG152426@pbxcloud.mx"
"AMX_2913606","[""Call Forwarding Always""]","AMX_Ent_1582377","AMX_2913606_HG152449@pbxcloud.mx"
"AMX_2913606","[""Call Forwarding Always""]","AMX_Ent_1582377","AMX_2913606_HG152458@pbxcloud.mx"
"AMX_3061023","[""Call Forwarding Always""]","AMX_Ent_1635121","AMX_3061023_HG154305@pbxcloud.mx"
"AMX_3061023","[""Call Forwarding Always""]","AMX_Ent_1635121","AMX_3061023_HG154311@pbxcloud.mx"
"AMX_3061023","[""Call Forwarding Always""]","AMX_Ent_1635121","AMX_3061023_HG154318@pbxcloud.mx"
"AMX_1994789","[""Call Forwarding Always""]","AMX_Ent_1655484","AMX_1994789_HG147243@pbxcloud.mx"
"AMX_2088642","[""Call Forwarding Always""]","AMX_Ent_1685113","AMX_2088642_HG147261@pbxcloud.mx"
"AMX_2088642","[""Call Forwarding Always""]","AMX_Ent_1685113","AMX_2088642_HG147270@pbxcloud.mx"
"AMX_2088642","[""Call Forwarding Always"",""Call Forwarding Busy""]","AMX_Ent_1685113","AMX_2088642_HG147279@pbxcloud.mx"
"AMX_2088642","[""Call Forwarding Always""]","AMX_Ent_1685113","AMX_2088642_HG147311@pbxcloud.mx"
"AMX_2088642","[""Call Forwarding Always""]","AMX_Ent_1685113","AMX_2088642_HG147317@pbxcloud.mx"
"AMX_2088642","[""Call Forwarding Always""]","AMX_Ent_1685113","AMX_2088642_HG147323@pbxcloud.mx"
"AMX_2088525","[""Call Forwarding Always""]","AMX_Ent_1720207","AMX_2088525_HG147403@pbxcloud.mx"
"AMX_2088525","[""Call Forwarding Always""]","AMX_Ent_1720207","AMX_2088525_HG148500@pbxcloud.mx"
"AMX_2431090","[""Call Forwarding Always""]","AMX_Ent_1749201","AMX_2431090_HG152110@pbxcloud.mx"
"AMX_2431090","[""Call Forwarding Always""]","AMX_Ent_1749201","AMX_2431090_HG152117@pbxcloud.mx"
"AMX_2431090","[""Call Forwarding Always""]","AMX_Ent_1749201","AMX_2431090_HG152123@pbxcloud.mx"
"AMX_2431090","[""Call Forwarding Always""]","AMX_Ent_1749201","AMX_2431090_HG152129@pbxcloud.mx"
"AMX_2431090","[""Call Forwarding Always""]","AMX_Ent_1749201","AMX_2431090_HG152136@pbxcloud.mx"
"AMX_2146250","[""Call Forwarding Always""]","AMX_Ent_1751480","AMX_2146250_HG147432@pbxcloud.mx"
"AMX_2146250","[""Call Forwarding Always""]","AMX_Ent_1751480","AMX_2146250_HG147441@pbxcloud.mx"
"AMX_2146250","[""Call Forwarding Always""]","AMX_Ent_1751480","AMX_2146250_HG147447@pbxcloud.mx"
"AMX_2137505","[""Call Forwarding Always""]","AMX_Ent_1765558","AMX_2137505_HG151704@pbxcloud.mx"
"AMX_2137505","[""Call Forwarding Always""]","AMX_Ent_1765558","AMX_2137505_HG151710@pbxcloud.mx"
"AMX_2137505","[""Call Forwarding Always""]","AMX_Ent_1765558","AMX_2137505_HG151716@pbxcloud.mx"
"AMX_2137505","[""Call Forwarding Always""]","AMX_Ent_1765558","AMX_2137505_HG151722@pbxcloud.mx"
"AMX_2137505","[""Call Forwarding Always""]","AMX_Ent_1765558","AMX_2137505_HG151729@pbxcloud.mx"
"AMX_2165993","[""Call Forwarding Always""]","AMX_Ent_1765558","AMX_2165993_HG148996@pbxcloud.mx"
"AMX_2165993","[""Call Forwarding Always""]","AMX_Ent_1765558","AMX_2165993_HG151756@pbxcloud.mx"
"AMX_2165993","[""Call Forwarding Always""]","AMX_Ent_1765558","AMX_2165993_HG151768@pbxcloud.mx"
"AMX_2165993","[""Call Forwarding Always""]","AMX_Ent_1765558","AMX_2165993_HG151775@pbxcloud.mx"
"AMX_2165993","[""Call Forwarding Always""]","AMX_Ent_1765558","AMX_2165993_HG151782@pbxcloud.mx"
"AMX_2145349","[""Call Forwarding Always""]","AMX_Ent_1772869","AMX_2145349_HG147902@pbxcloud.mx"
"AMX_3007571","[""Call Forwarding Busy""]","AMX_Ent_1806258","AMX_3007571_HG153693@pbxcloud.mx"
"AMX_2220420","[""Call Forwarding Always""]","AMX_Ent_1841802","AMX_2220420_HG147742@pbxcloud.mx"
"AMX_2220420","[""Call Forwarding Always""]","AMX_Ent_1841802","AMX_2220420_HG147748@pbxcloud.mx"
"AMX_2220420","[""Call Forwarding Always""]","AMX_Ent_1841802","AMX_2220420_HG147755@pbxcloud.mx"
"AMX_2220420","[""Call Forwarding Always""]","AMX_Ent_1841802","AMX_2220420_HG147791@pbxcloud.mx"
"AMX_2284436","[""Call Forwarding Always""]","AMX_Ent_1841802","AMX_2284436_HG148044@pbxcloud.mx"
"AMX_2284436","[""Call Forwarding Always""]","AMX_Ent_1841802","AMX_2284436_HG148056@pbxcloud.mx"
"AMX_2284436","[""Call Forwarding Always""]","AMX_Ent_1841802","AMX_2284436_HG148062@pbxcloud.mx"
"AMX_2236515","[""Call Forwarding Always""]","AMX_Ent_1854586","AMX_2236515_HG148081@pbxcloud.mx"
"AMX_2236515","[""Call Forwarding Always""]","AMX_Ent_1854586","AMX_2236515_HG150838@pbxcloud.mx"
"AMX_2361091","[""Call Forwarding Always""]","AMX_Ent_1932130","AMX_2361091_HG148347@pbxcloud.mx"
"AMX_2361091","[""Call Forwarding Always""]","AMX_Ent_1932130","AMX_2361091_HG148356@pbxcloud.mx"
"AMX_2392450","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2392450_HG148200@pbxcloud.mx"
"AMX_2392450","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2392450_HG148217@pbxcloud.mx"
"AMX_2392450","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2392450_HG148223@pbxcloud.mx"
"AMX_2392450","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2392450_HG148230@pbxcloud.mx"
"AMX_2392450","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2392450_HG148237@pbxcloud.mx"
"AMX_2409326","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2409326_HG148482@pbxcloud.mx"
"AMX_2409326","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2409326_HG148488@pbxcloud.mx"
"AMX_2409326","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2409326_HG148494@pbxcloud.mx"
"AMX_2409326","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2409326_HG148877@pbxcloud.mx"
"AMX_2422558","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2422558_HG148428@pbxcloud.mx"
"AMX_2422558","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2422558_HG148434@pbxcloud.mx"
"AMX_2422558","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2422558_HG148440@pbxcloud.mx"
"AMX_2422558","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2422558_HG148446@pbxcloud.mx"
"AMX_2422558","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2422558_HG148452@pbxcloud.mx"
"AMX_2422558","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2422558_HG148458@pbxcloud.mx"
"AMX_2424218","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2424218_HG148507@pbxcloud.mx"
"AMX_2424218","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2424218_HG148513@pbxcloud.mx"
"AMX_2424218","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2424218_HG148519@pbxcloud.mx"
"AMX_2424218","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2424218_HG148525@pbxcloud.mx"
"AMX_2424218","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2424218_HG148531@pbxcloud.mx"
"AMX_2424218","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2424218_HG148537@pbxcloud.mx"
"AMX_2424886","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2424886_HG148623@pbxcloud.mx"
"AMX_2424886","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2424886_HG148631@pbxcloud.mx"
"AMX_2424886","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2424886_HG148637@pbxcloud.mx"
"AMX_2425364","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425364_HG148543@pbxcloud.mx"
"AMX_2425364","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425364_HG148549@pbxcloud.mx"
"AMX_2425364","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425364_HG148558@pbxcloud.mx"
"AMX_2425652","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425652_HG148643@pbxcloud.mx"
"AMX_2425652","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425652_HG148649@pbxcloud.mx"
"AMX_2425652","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425652_HG148655@pbxcloud.mx"
"AMX_2425652","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425652_HG148661@pbxcloud.mx"
"AMX_2425652","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425652_HG148667@pbxcloud.mx"
"AMX_2425652","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425652_HG148673@pbxcloud.mx"
"AMX_2425754","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425754_HG148679@pbxcloud.mx"
"AMX_2425754","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425754_HG148685@pbxcloud.mx"
"AMX_2425754","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425754_HG148694@pbxcloud.mx"
"AMX_2425754","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425754_HG148700@pbxcloud.mx"
"AMX_2425754","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425754_HG148706@pbxcloud.mx"
"AMX_2425781","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425781_HG148713@pbxcloud.mx"
"AMX_2425781","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425781_HG148719@pbxcloud.mx"
"AMX_2425781","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425781_HG148727@pbxcloud.mx"
"AMX_2425781","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425781_HG148733@pbxcloud.mx"
"AMX_2425781","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425781_HG148739@pbxcloud.mx"
"AMX_2425781","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425781_HG148745@pbxcloud.mx"
"AMX_2425781","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2425781_HG148751@pbxcloud.mx"
"AMX_2432574","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2432574_HG148789@pbxcloud.mx"
"AMX_2432574","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2432574_HG148798@pbxcloud.mx"
"AMX_2432574","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2432574_HG148807@pbxcloud.mx"
"AMX_2432574","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2432574_HG148816@pbxcloud.mx"
"AMX_2432574","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2432574_HG148895@pbxcloud.mx"
"AMX_2433054","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2433054_HG148837@pbxcloud.mx"
"AMX_2433054","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2433054_HG148847@pbxcloud.mx"
"AMX_2433054","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2433054_HG148853@pbxcloud.mx"
"AMX_2433054","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2433054_HG148859@pbxcloud.mx"
"AMX_2433054","[""Call Forwarding Always""]","AMX_Ent_1952379","AMX_2433054_HG148865@pbxcloud.mx"
"AMX_2417744","[""Call Forwarding Always""]","AMX_Ent_1966829","AMX_2417744_HG149030@pbxcloud.mx"
"AMX_2441189","[""Call Forwarding Always""]","AMX_Ent_1980426","AMX_2441189_HG154436@pbxcloud.mx"
"AMX_2449915","[""Call Forwarding Always""]","AMX_Ent_1985273","AMX_2449915_HG149046@pbxcloud.mx"
"AMX_2449915","[""Call Forwarding Always""]","AMX_Ent_1985273","AMX_2449915_HG149052@pbxcloud.mx"
"AMX_2449915","[""Call Forwarding Always""]","AMX_Ent_1985273","AMX_2449915_HG149058@pbxcloud.mx"
"AMX_2454187","[""Call Forwarding Always""]","AMX_Ent_1987572","AMX_2454187_HG150456@pbxcloud.mx"
"AMX_2454187","[""Call Forwarding Always""]","AMX_Ent_1987572","AMX_2454187_HG150465@pbxcloud.mx"
"AMX_2458129","[""Call Forwarding Always""]","AMX_Ent_1989717","AMX_2458129_HG149264@pbxcloud.mx"
"AMX_2458129","[""Call Forwarding Always""]","AMX_Ent_1989717","AMX_2458129_HG149274@pbxcloud.mx"
"AMX_2458129","[""Call Forwarding Always""]","AMX_Ent_1989717","AMX_2458129_HG149281@pbxcloud.mx"
"AMX_2458129","[""Call Forwarding Always""]","AMX_Ent_1989717","AMX_2458129_HG149288@pbxcloud.mx"
"AMX_2479305","[""Call Forwarding Always""]","AMX_Ent_1989717","AMX_2479305_HG149468@pbxcloud.mx"
"AMX_2479305","[""Call Forwarding Always""]","AMX_Ent_1989717","AMX_2479305_HG149478@pbxcloud.mx"
"AMX_2479305","[""Call Forwarding Always""]","AMX_Ent_1989717","AMX_2479305_HG149487@pbxcloud.mx"
"AMX_2468251","[""Call Forwarding Always""]","AMX_Ent_1995114","AMX_2468251_HG149508@pbxcloud.mx"
"AMX_2476001","[""Call Forwarding Always""]","AMX_Ent_1999120","AMX_2476001_HG149376@pbxcloud.mx"
"AMX_2494114","[""Call Forwarding Always""]","AMX_Ent_2000508","AMX_2494114_HG149423@pbxcloud.mx"
"AMX_2748398","[""Call Forwarding Always""]","AMX_Ent_2042115","AMX_2748398_HG151672@pbxcloud.mx"
"AMX_2748398","[""Call Forwarding Always""]","AMX_Ent_2042115","AMX_2748398_HG151680@pbxcloud.mx"
"AMX_2748398","[""Call Forwarding Always""]","AMX_Ent_2042115","AMX_2748398_HG151687@pbxcloud.mx"
"AMX_2585398","[""Call Forwarding Always""]","AMX_Ent_2055947","AMX_2585398_HG150163@pbxcloud.mx"
"AMX_2585398","[""Call Forwarding Always""]","AMX_Ent_2055947","AMX_2585398_HG150171@pbxcloud.mx"
"AMX_2597971","[""Call Forwarding Always"",""Call Forwarding Busy""]","AMX_Ent_2062570","AMX_2597971_HG149996@pbxcloud.mx"
"AMX_2599176","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2599176_HG150039@pbxcloud.mx"
"AMX_2599176","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2599176_HG150139@pbxcloud.mx"
"AMX_2599176","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2599176_HG151827@pbxcloud.mx"
"AMX_2644753","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2644753_HG150396@pbxcloud.mx"
"AMX_2644753","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2644753_HG150515@pbxcloud.mx"
"AMX_2644753","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2644753_HG150954@pbxcloud.mx"
"AMX_2644753","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2644753_HG151317@pbxcloud.mx"
"AMX_2644753","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2644753_HG151404@pbxcloud.mx"
"AMX_2679359","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2679359_HG150562@pbxcloud.mx"
"AMX_2679359","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2679359_HG151386@pbxcloud.mx"
"AMX_2679359","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2679359_HG151392@pbxcloud.mx"
"AMX_2679359","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2679359_HG151398@pbxcloud.mx"
"AMX_2679359","[""Call Forwarding Always""]","AMX_Ent_2063322","AMX_2679359_HG151541@pbxcloud.mx"
"AMX_2602176","[""Call Forwarding Always""]","AMX_Ent_2065070","AMX_2602176_HG151329@pbxcloud.mx"
"AMX_2602176","[""Call Forwarding Always""]","AMX_Ent_2065070","AMX_2602176_HG151338@pbxcloud.mx"
"AMX_2602176","[""Call Forwarding Always""]","AMX_Ent_2065070","AMX_2602176_HG151347@pbxcloud.mx"
"AMX_2602176","[""Call Forwarding Always""]","AMX_Ent_2065070","AMX_2602176_HG151356@pbxcloud.mx"
"AMX_2602176","[""Call Forwarding Always""]","AMX_Ent_2065070","AMX_2602176_HG151365@pbxcloud.mx"
"AMX_2602176","[""Call Forwarding Always""]","AMX_Ent_2065070","AMX_2602176_HG151375@pbxcloud.mx"
