"usuario","empresa","subscriptionId","tipo","servicePacks"
"oficina4_1003@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"oficina5_1004@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"oficina6_1005@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"recepcion-1309@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"german_lopez@pbxcloud.mx","AMX_Ent_2392757","AMX_3320764","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video""]"
"veronica_sanchez@pbxcloud.mx","AMX_Ent_2392757","AMX_3320764","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"104428902_147996399_MOH","AMX_Ent_2434600","AMX_3415300","MOH",
"104428902_147996399_VMR@pbxcloud.mx","AMX_Ent_2434600","AMX_3415300","VMR",
"AMX_3415300_AP@pbxcloud.mx","AMX_Ent_2434600","AMX_3415300","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"caja_j@pbxcloud.mx","AMX_Ent_2434600","AMX_3415300","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"oficina_j@pbxcloud.mx","AMX_Ent_2434600","AMX_3415300","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"tienda@pbxcloud.mx","AMX_Ent_2434600","AMX_3415300","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"soporte_business@pbxcloud.mx","AMX_Ent_2347538","AMX_3435214","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"Cietsa20168@pbxcloud.mx","AMX_Ent_1399592","AMX_1750417","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"usuario16@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"usuario15@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"usuario14@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"usuario13@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"usuario12@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"susanadavalos@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"sayurilujan@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"ruthvila@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"marisamercado@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"leonorpacheco@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"jenshagedorn@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"ingridconcha@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"estherbarros@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"carmenballester@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"analagunes@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"AMX_2350936_HG148117@pbxcloud.mx","AMX_Ent_1924733","AMX_2350936","HuntGroup","[""2BUSINESSLINE""]"
"189062630_144941052_MOH","AMX_Ent_2214062","AMX_2883279","MOH",
"189062630_144941052_VMR@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","VMR",
"AMX_2883279_AA148586@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","AA","[""2BUSINESSLINE""]"
"AMX_2883279_AP@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"AMX_2883279_HG152050@pbxcloud.mx","AMX_Ent_2214062","AMX_2883279","HuntGroup",
"victor_becerra@pbxcloud.mx","AMX_Ent_2232078","AMX_2930184","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Desktop - Video""]"
"deysi_zu@pbxcloud.mx","AMX_Ent_2232078","AMX_3111872","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Desktop - Video""]"
"AMX_2772490_AA148318@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","AA","[""2BUSINESSLINE""]"
"abraham_diaz01@pbxcloud.mx","AMX_Ent_2232078","AMX_2930184","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Desktop - Video""]"
"iqt5_1005@pbxcloud.mx","AMX_Ent_2340488","AMX_3182910","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"iqt6_1006@pbxcloud.mx","AMX_Ent_2340488","AMX_3182910","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"cloudpbx1@pbxcloud.mx","AMX_Ent_1322847","AMX_1501573","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"161329665_172476843_MOH","AMX_Ent_2429381","AMX_3441466","MOH",
"161329665_172476843_VMR@pbxcloud.mx","AMX_Ent_2429381","AMX_3441466","VMR",
"AMX_3441466_AP@pbxcloud.mx","AMX_Ent_2429381","AMX_3441466","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"usuario3-3003@pbxcloud.mx","AMX_Ent_2361972","AMX_3235454","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"usuario2-2002@pbxcloud.mx","AMX_Ent_2361972","AMX_3235454","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"usuario1-1001@pbxcloud.mx","AMX_Ent_2361972","AMX_3235454","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"soporte1@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"res-taurante@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"recepcion-conmutador@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"mantenimiento-mansion@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"luz_diaz@pbxcloud.mx","AMX_Ent_2232078","AMX_2930184","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Desktop - Video""]"
"juan_gaytan@pbxcloud.mx","AMX_Ent_1772869","AMX_3116102","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"gerente_cuartos@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""4PERSONALMOBILITY""]"
"gerencia@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"gabriela_ga@pbxcloud.mx","AMX_Ent_2261700","AMX_2994778","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"francisco_hdz@pbxcloud.mx","AMX_Ent_1772869","AMX_3116102","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"fernando_mart@pbxcloud.mx","AMX_Ent_2261700","AMX_2994778","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"eduardo_ruiz@pbxcloud.mx","AMX_Ent_2176612","AMX_2807065","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"contabilidad2-mansion@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"contabilidad001@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"cocina-mansion@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"calidad_edimsa_01@pbxcloud.mx","AMX_Ent_1772869","AMX_3116102","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"auditor@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"almacen-mansion@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"Trainings@pbxcloud.mx","AMX_Ent_1924733","AMX_2350936","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"Sala-de_juntas@pbxcloud.mx","AMX_Ent_1924733","AMX_2350936","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"Mathias_mangels@pbxcloud.mx","AMX_Ent_1924733","AMX_2350936","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override"",""Messaging""]"
"147941921_123953912_MOH","AMX_Ent_1326471","AMX_2772490","MOH",
"147941921_123953912_VMR@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","VMR",
"AMX_2772490_AP@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"123515940_192801714_MOH","AMX_Ent_1924733","AMX_2350936","MOH",
"123515940_192801714_VMR@pbxcloud.mx","AMX_Ent_1924733","AMX_2350936","VMR",
"AMX_2350936_AP@pbxcloud.mx","AMX_Ent_1924733","AMX_2350936","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"167687915_158631137_MOH","AMX_Ent_2261700","AMX_2994778","MOH",
"167687915_158631137_VMR@pbxcloud.mx","AMX_Ent_2261700","AMX_2994778","VMR",
"AMX_2994778_AA149077@pbxcloud.mx","AMX_Ent_2261700","AMX_2994778","AA","[""2BUSINESSLINE""]"
"AMX_2994778_AP@pbxcloud.mx","AMX_Ent_2261700","AMX_2994778","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"150478107_149708315_MOH","AMX_Ent_2361972","AMX_3235454","MOH",
"150478107_149708315_VMR@pbxcloud.mx","AMX_Ent_2361972","AMX_3235454","VMR",
"AMX_3235454_AP@pbxcloud.mx","AMX_Ent_2361972","AMX_3235454","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"AMX_3235454_HG154341@pbxcloud.mx","AMX_Ent_2361972","AMX_3235454","HuntGroup",
"AMX_3235454_HG154354@pbxcloud.mx","AMX_Ent_2361972","AMX_3235454","HuntGroup","[""2BUSINESSLINE""]"
"gustavo-avila@pbxcloud.mx","AMX_Ent_2232078","AMX_2930184","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Desktop - Video""]"
"mariana-ruiz@pbxcloud.mx","AMX_Ent_2261700","AMX_2994778","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"alopezf@pbxcloud.mx","AMX_Ent_2366248","AMX_3246597","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"eventos2@pbxcloud.mx","AMX_Ent_1326471","AMX_2772490","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"ericklamadrid@pbxcloud.mx","AMX_Ent_2261700","AMX_2994778","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"ricardogarcia@pbxcloud.mx","AMX_Ent_2261700","AMX_2994778","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"taniavillalpando@pbxcloud.mx","AMX_Ent_2261700","AMX_2994778","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"168786772_198400688_MOH","AMX_Ent_2444344","AMX_3445201","MOH",
"168786772_198400688_VMR@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","VMR",
"AMX_3445201_AP@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"AMX_3445201_HG156062@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","HuntGroup","[""2BUSINESSLINE""]"
"AMX_3445201_HG156068@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","HuntGroup","[""2BUSINESSLINE""]"
"AMX_3445201_HG156075@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","HuntGroup","[""2BUSINESSLINE""]"
"consultoriacontable@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Integrated IMP""]"
"director_0@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Integrated IMP""]"
"finanzas0_1@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Integrated IMP""]"
"juridico_01@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Integrated IMP""]"
"sistemas_0@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Integrated IMP""]"
"soportetecnico_0@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Integrated IMP""]"
"subdirector@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Integrated IMP""]"
